"Official_ID","Name","Name_Cyrillic","Territory","Role","Level","Location","Year_Start","Year_End","Status","Origin"
"OFC-468","Chernichuk Yuriy","Чернічук Юрій","Zaporizhzhia Oblast","Director of Zaporizhzhia Nuclear Power Plant (ZNPP) under Rosatom","Sector","Enerhodar","2022","","Yes","Russian"
"OFC-469","Yershov Sergey Yuryevich","Єршов Сергій Юрійович","Zaporizhzhia Oblast","Head (Warden) of FKU IK-1 (Correctional Colony No. 1), Melitopol","Sector","Melitopol","2023","","Unknown","Russian"
"OFC-470","Khozhaev Konstantin Vladimirovich","Хожаєв Костянтин Владімірович","Zaporizhzhia Oblast","Acting Head of detention institution (SIZO or IK), Zaporizhzhia Oblast FSIN","Sector","Zaporizhzhia Oblast (Melitopol area)","2024","","Unknown","Russian"
"OFC-471","Kiva Serhii","Ківа Сергій","Kherson Oblast","Head of Kherson Grain Company (occupation)","Sector","Henichesk","2024","","Yes","Ukrainian-born, collaborator"
"OFC-472","Yemelyanyenko Viktor","Ємельяненко Віктор","Zaporizhzhia Oblast","Head of Legislative Assembly, Zaporizhzhia Oblast (occupation)","Regional","Melitopol","2022","","Yes","Born in Zaporizhzhia, Ukraine"
"OFC-473","Babushkina Lyudmila","Бабушкіна Людмила","Zaporizhzhia Oblast","Member of Legislative Assembly, Zaporizhzhia Oblast (occupation)","Regional","Melitopol","2022","","Yes","From Sverdlovsk Oblast, Russia"
"OFC-474","Romanova Kateryna","Романова Катерина","Zaporizhzhia Oblast","Representative of Zaporizhzhia Oblast in Russian Federation Public Chamber; Head of National-Cultural Autonomy of Belarusians of Melitopol","Regional","Melitopol","2023","","Yes","Ukrainian-born, collaborator"
"OFC-475","Falk Oleksandr","Фальк Олександр","Zaporizhzhia Oblast","President, Union of Industrial and Trade Development of Zaporizhzhia and Kherson Oblasts (occupation)","Sector","Melitopol","2022","2026","No","Born in Melitopol, Ukraine"
"OFC-476","Mironov (Balitsky road contractor)","Миронов","Zaporizhzhia Oblast","Road construction contractor; Balitsky financial intermediary (convicted)","Sector","Zaporizhzhia Oblast","2022","2025","No",""
"OFC-477","Kravchuk Denis","Кравчук Денис","DPR","Political figure; minority shareholder Mostovik (Penza); deputy Penza Oblast Legislative Assembly","Sector","Mariupol / Penza","2022","","Yes","Russian"
"OFC-478","Istratov Vadym Anatoliyovych","Істратов Вадим Анатолійович","DPR","Deputy Head of Mariupol Occupation Administration for Financial Affairs","City","Mariupol","2022","","Unknown","Ukrainian-born, collaborator"
"OFC-479","Khadzhinov Dmytro","Хаджинов Дмитрій","DPR","Deputy Head of Mariupol Occupation Administration for Housing and Communal Services (ZhKH)","City","Mariupol","2022","","Yes","Ukrainian-born, collaborator"
"OFC-480","Ahibalov Valeriy Viktorovych","Агібалов Валерій Вікторович","DPR","Head of Kalmiuska District Occupation Administration, Mariupol","District","Mariupol — Kalmiuska district","2022","","Unknown","Ukrainian-born, collaborator"
"OFC-481","Ftits Ivan","Фтіц Іван","DPR","Head of St Petersburg Government Representation in Mariupol; former head of enterprise ""City for People""","City","Mariupol","2022","","Yes","Ukrainian-born, collaborator"
"OFC-482","Adamov Dmytro Valeriyovych","Адамов Дмитро Валерійович","DPR","Deputy Head of Zhovtneva (Central) District Occupation Administration, Mariupol","District","Mariupol — Central district","2022","","Unknown","Ukrainian-born, collaborator"
"OFC-483","Kior Andriy Leonidovych","Кіор Андрій Леонідович","DPR","Head of Information-Analytical Department, Mariupol Occupation Administration; Propagandist","City","Mariupol","2022","","Yes","Ukrainian-born, collaborator"
"OFC-484","Sobolevsky Hryhoriy","Соболевський Григорій","DPR","Deputy Head of Mariupol Maritime Trade Port Administration; Port Captain","Sector","Mariupol","2022","","Unknown",""
"OFC-485","Ternavsky Yuriy Ivanovych","Тернавський Юрій Іванович","DPR","Head of dairy factory and drinking water filtration plant, Mariupol (occupation)","Sector","Mariupol","2022","","Unknown","Ukrainian-born, collaborator"
"OFC-486","Zolotov Mykhailo Serhiyovych","Золотов Михайло Сергійович","DPR","Head of Left Bank (Ordzhonikidze) District Occupation Administration, Mariupol","District","Mariupol — Left Bank district","2022","2023","No","Not local — Pushilin/military grouping appointee"
"OFC-487","Kalachova Viktoria Viktorivna","Калачьова Вікторія Вікторівна","DPR","Deputy Head of Mariupol Occupation Administration for Education","City","Mariupol","2022","2025","No","Ukrainian-born, collaborator"
"OFC-488","Holubkov Serhiy Petrovych","Голубков Сергій Петрович","DPR","Head of Social Protection Department, Mariupol Occupation Administration","City","Mariupol","2022","","Yes","Ukrainian-born, collaborator"
"OFC-489","Vysotsky Andriy","Висоцький Андрій","DPR","Head of DNR Central Bank Branch, Mariupol","City","Mariupol","2022","","Unknown","Ukrainian-born, collaborator"
"OFC-490","Yankovskiy Hennadiy Mykhailovych","Янковський Геннадій Михайлович","DPR","Head of Occupation Authority in Melekine village, Mariupol district","District","Melekine village, Mariupol district","2022","","Unknown","Ukrainian-born, collaborator"
"OFC-491","Karpenko Olena Vasylivna","Карпенко Олена Василівна","DPR","Head of Culture Department, Mariupol Occupation Administration","City","Mariupol","2022","","Unknown","Ukrainian-born, collaborator"
"OFC-492","Irina Anatolievna KOSTENKO","Ирина Анатольевна КОСТЕНКО","DPR","Member of the so-called ‘People’s Council’ of the so-called ‘Donetsk People’s Republic’","Regional","Donetsk","2018","2023","No","Ukrainian-born, collaborator"
"OFC-493","Tatyana Vladimirovna ZHURAVLEVA","Татьяна Владимировна ЖУРАВЛЕВА","DPR","Member of the so-called ‘People’s Council’ of the so-called ‘Donetsk People’s Republic’","Regional","Snizhne","2018","2023","No","Ukrainian-born, collaborator"
"OFC-494","Maxim Vitalievich KOROLYUK","Максим Витальевич КОРОЛЮК","DPR","Member of the so-called ‘People’s Council’ of the so-called ‘Donetsk People’s Republic’","Regional","Donetsk","2018","","Yes","Likely Rostov oblast (tax account reg.)"
"OFC-495","Vladimir Gennadievich PAKREEV","Владимир Геннадьевич ПАКРЕЕВ","DPR","Member of the so-called ‘People’s Council’ of the so-called ‘Donetsk People’s Republic’","Regional","Donetsk","2018","2023","No","Likely from Crimea (tax account reg.)"
"OFC-496","Alexander Vasilievich AVDEEV","Александр Васильевич АВДЕЕВ","DPR","Member of the so-called ‘People’s Council’ of the so-called ‘Donetsk People’s Republic’","Regional","Yenakijeve","2014","2023","No","Born in Yenakijeve, Donetsk region"
"OFC-497","Pavel Georgievich MALY","Павел Георгиевич МАЛЫЙ","LNR","Member of the so-called ‘People’s Council’ of the so-called ‘Luhansk People’s Republic’","Regional","LNR","2014","2023","No","Born in Debaltseve, Ukraine"
"OFC-498","Gennady Evgenievich KOVALCHUK","Геннадий Евгеньевич КОВАЛЬЧУК","DPR","Member of the so-called “People’s Council” of the so-called “Donetsk People’s Republic”","Regional","Bud'onivs'kyi district","2018","2023","No","Donetsk region"
"OFC-499","Vladimir Evgenievich MOSHKIN","Владимир Евгеньевич МОШКИН","DPR","Member of the so-called ‘People’s Council’ of the so-called ‘Donetsk People’s Republic’","Regional","Donetsk","2018","2023","No","Born in Donetsk region"
"OFC-500","Viktoria Alexandrovna SERDYUKOVA","Виктория Александровна СЕРДЮКОВА","LNR","So-called “Commissioner for Human Rights in the Luhansk People’s Republic”","Regional","Luhansk","2021","2025","No","Born in Siverskodonetsk, Ukraine"
"OFC-501","Marina Vladimirovna MAGDALINA","Марина Владимировна МАГДАЛИНА","DPR","Former member of the so-called “People’s Council” of the so-called “Donetsk People’s Republic”","Regional","Donetsk","2018","2023","No","Donetsk region"
"OFC-502","Dmitry Eduardovich DEZORTSEV","Дмитрий Эдуардович ДЕЗОРЦЕВ","DPR","Member of the so-called ‘People’s Council’ of the so-called ‘Donetsk People’s Republic’","Regional","Volnovakha","2014","2023","Yes","Ukrainian-born, collaborator"
"OFC-503","Maxim Gennadievich Knysh","Максим Геннадьевич Кныш","DPR","Member of the so-called ‘People’s Council’ of the so-called ‘Donetsk People’s Republic’","Regional","Donetsk","2014","2023","Unknown","Ukrainian-born, collaborator"
"OFC-504","Svetlana Anatolievna KUMANOVA","Светлана Анатольевна Куманова","DPR","Former member of the so-called ‘People’s Council’ of the so-called ‘Donetsk People’s Republic’","Regional","Donetsk","2018","2023","No","Ukrainian-born, collaborator"
"OFC-505","Maria Viktorovna BOGATOVA (Андреевна?)","Мария Викторовна БОГАТОВА (Андреевна?)","DPR","Member of the so-called ‘People’s Council’ of the so-called ‘Donetsk People’s Republic’","Regional","Donetsk","2018","2023","No","Ukrainian-born, collaborator"
"OFC-506","Marina Leonidovna PESCHANSKAYA","Марина Леонидовна ПЕЩАНСКАЯ","Crimea","Ombudsman for Children’s Rights  in Sevastopol (in Russian-occupied Crimea)","Regional","Sevastopol","2022","","Yes","Born in Donetsk region"
"OFC-507","Dmitry Alexandrovich OGILETS","Дмитрий Александрович ОГИЛЕЦ","DPR","Member of the so-called ‘People’s Council’ of the so-called ‘Donetsk People’s Republic’","Regional","Donetsk","2018","","Yes","Born in Makiivka, Ukraine"
"OFC-508","Alexander Sergeevich KAMYSHOV","Александр Сергеевич КАМЫШОВ","DPR","Member of the so-called ‘People’s Council’ of the so-called ‘Donetsk People’s Republic’","Regional","Donetsk","2018","","Yes",""
"OFC-509","Leonid Vladimirovich MIKHAILIUK","Леонид Владимирович МИХАЙЛЮК","Crimea","Head of the Federal Security Service (FSB) in Crimea and Sevastopol and of the regional Anti-Terrorism Committee.","Regional","Simferopol","2018","2024","No","From Russia (FSB federal appointee)"
"OFC-510","Tatiana Georgievna BRATCHENKO","Татьяна Георгиевна БРАТЧЕНКО","Kherson Oblast","Director of the Kherson Regional Museum","Regional","","","2025 (latest)","No","Ukrainian-born, collaborator"
"OFC-511","Yulia Valentinovna MIKHAILOVA","Юлия Валентиновна МИХАЙЛОВА","DPR","Member of the so-called “People’s Council” of the so-called “Donetsk People’s Republic” and member of the Committee on Labor, Social Policy and Veterans Affairs","Regional","Donetsk","2018","","Yes",""
"OFC-512","Igor Nikolaevich RYABUSHKIN","Игорь Николаевич РЯБУШКИН","LNR","Member of the so-called ‘People’s Council’ of the so-called ‘Luhansk People’s Republic’","Regional","Luhansk","2014","","Yes","Born in Roven'ky, Ukraine"
"OFC-513","Klavdia Yurievna KULBATSKAYA","Клавдия Юрьевна КУЛЬБАЦКАЯ","DPR","Member of the so-called ‘People’s Council’ of the so-called ‘Donetsk People’s Republic’","Regional","Donetsk","2014","","Yes",""
