Official ID,Name (Latin),Name (Cyrillic),Territory,Role / Position,Level,Location,Year Start,Year End,Still in Post?,Origin,Career Before,Career After,Links to Other Officials,Links to Russian State Bodies,Business / Economic Connections,Military Connections,Notes on Role
OFC-418,Ivanenko Elena Sergeyevna,Иваненко Елена Сергеевна,DPR,"Head of Department, Mariupol occupation administration",Sector,Mariupol,2022,,Unknown,"Local resident of Mariupol, occupation administration employee",,,,Mariupol occupation administration.,,,TIER 4 — HUMINT SOURCE. Entry 48.
OFC-419,Berdnikov Dmitry Viktorovich,Бердников Дмитрий Викторович,DPR,Prime Minister of DPR; formerly First Deputy Head of Mariupol Occupation Administration,Regional,Donetsk / Mariupol,2022,,Yes,"Born in Angarsk, Irkutsk Oblast",First Deputy Head of Mariupol occupation administration 2022-2023; gained public visibility through relationship with Morgun.,,Morgun Oleg (no conflict — worked alongside); Koltsov Anton (successor generation in Mariupol); Pushilin Denis (DPR head — superior).,DPR government; Presidential Administration (Kiriyenko connection).,Personal supervision of Pavlopil-Starokrymsk water pipeline project for Mariupol (announced July 2025).,,"Key figure linking Mariupol administration and DPR government. Served as First Deputy Head of Mariupol occupation administration 2022-2023 before rising to DPR Prime Minister. In July 2025, personally supervising the Pavlopil-Starokrymsk water pipeline construction project — indicating continued direct involvement in Mariupol despite seniority. His appointment as PM consolidates Kiriyenko/FSB influence at DPR government level. Document notes no conflict between Berdnikov and Morgun — they had a cooperative relationship and both gained public visibility together."
OFC-420,Zolotarev Sergey Borisovich,Золотарёв Сергей Борисович,Zaporizhzhia Oblast,Head (Holova) of Melitopol City under occupation,City,Melitopol,2022,,Yes,"Ukrainian-born, collaborator",,,Balitsky Evgeny (governor — client relationship); Rogov Vladimir (Rogov openly criticises the Melitopol clan as proxy attack on Balitsky).,Zaporizhzhia Oblast occupation administration.,"Heads a clan-based network in Melitopol controlling key economic decisions — described as making ""key decisions in the interests of a group close to Balitsky"".",,"Head of Melitopol city — the de facto administrative capital of occupied Zaporizhzhia Oblast. Described in Zaporizhzhia November 2025 report as head of a ""Melitopol group of influence"" operating a ""clan-based corrupt model."" Rogov's public criticism of Balitsky is partly an attack on Zolotarev's network as proxy. This clan structure — city head controlling economic flows through personal networks — is central to understanding how occupied Zaporizhzhia functions."
OFC-421,Sivenkova Elena,Сивенкова Елена,Zaporizhzhia Oblast,"Member, Zaporizhzhia Oblast Regional Election Commission",Regional,Melitopol,2023,2025,No,,,Fired for corruption allegations,Katiushchenko Halyna (closest ally — described as her direct associate); Balitsky Evgeny (attempted to dismiss her); Pamfilova Ella (intervened to reverse Sivenkova's dismissal),Russian Central Election Commission (Pamfilova); Zaporizhzhia Oblast election commission,,,"Election commission member and closest ally of commission chair Katiushchenko. Balitsky attempted to remove both under the guise of an ""anti-corruption campaign."" Russian CEC chair Pamfilova intervened and formally reversed the dismissals, publicly humiliating Balitsky. Document describes Balitsky's attempt to dismiss Sivenkova as ""hitting the neck when the head is protected"" — a failed political manoeuvre that demonstrated Balitsky's weakening position vis-à-vis Moscow."
OFC-437,Puduk Viktor,Пудук Виктор,DPR,Head of DPR Regional Yunarmiya Headquarters,Regional,Donetsk,2022,,Yes,Donetsk region,,,Pushilin Denis.,Yunarmiya (All-Russian Military-Patriotic Movement); DPR occupation administration.,,Yunarmiya is Russia's main youth pre-military organisation — directly militarises children from age 8.,"Heads the Yunarmiya headquarters for the DPR region. In October 2025, announced a campaign of ""patriotic concert-lessons"" titled ""Raising a Patriot"" — bard-style events to attract children and young people to Yunarmiya. Key figure for Identity Replacement and youth militarisation dimensions — Yunarmiya is one of the primary vehicles for militarising children in occupied territories."
OFC-438,Sumskaya Marianna,Сумская Марианна,LPR,Head of LPR Election Commission,Regional,Luhansk,2022,,Yes,Likely from Krasnodar Krai (tax account registration),,,Pasechnik Leonid (LPR head).,LPR election commission; Russian Central Election Commission (Pamfilova — federal oversight).,,,"Heads the LPR election commission responsible for organising occupation elections and referenda. In September 2025 announced that as of 1 July 2025 the total number of registered voters in occupied Luhansk region is 1,213,089, with 581 polling stations staffed by 5,665 people. Key figure for Legal Architecture dimension — manages the electoral legitimation of occupation rule. Compare with Katiushchenko Halyna (Zaporizhzhia equivalent) and the role of Pamfilova (Russian CEC) in overseeing these structures."
OFC-440,Leontyev Vladimir,Леонтьев Владимир,Kherson Oblast,Head of Nova Kakhovka Municipal Council (occupation),District,Nova Kakhovka,2022,2025,No,"Ukrainian-born, collaborator",Pre-occupation role unclear; became the first face of the occupation authority in Nova Kakhovka from March 2022.,Killed 1 October 2025 in targeted drone/explosive attack on his vehicle in Nova Kakhovka. Ukrainian forces and partisan underground claimed responsibility. He was previously suspected of kidnapping and torture of Ukrainian civilians including journalist Oleg Baturin.,Izyumenko Halyna (successor); Saldo Vladimir (Oblast governor).,Nova Kakhovka municipal council; Kherson Oblast administration.,,,"Historically significant as the first person to issue official occupation documents in Nova Kakhovka (March 2022) — marking the first formal administrative act of occupation authority in the city. Suspected of kidnapping and torture of Ukrainian citizens. Killed in a targeted operation on 1 October 2025 — attributed to Ukrainian underground resistance in Nova Kakhovka. His killing had major symbolic resonance as a demonstration that collaborators face accountability even in deep occupation. The Kherson October 2025 report describes it as ""the most visible act of Ukrainian resistance"" demonstrating ""the ability to operate even in the deep rear."""
OFC-441,Izyumenko Galina,Изюменко Галина,Kherson Oblast,Head of Nova Kakhovka Municipal Council,District,Nova Kakhovka,2025,,Yes,"Ukrainian-born, collaborator",Engaged in entrepreneurial activity at a local market in Nova Kakhovka.,,"Leontyev Vladimir (predecessor, killed); Saldo Vladimir.",Nova Kakhovka municipal council; Kherson Oblast administration.,Local market business background.,,Elected head of Nova Kakhovka Municipal Council on 14 October 2025 at an extraordinary session — replacing Leontyev who was killed on 1 October. Background as a local market entrepreneur rather than political or security figure suggests she was a compliant local figure chosen for manageability rather than ideological reliability.
OFC-442,Savchuk Vladimir,Савчук Владимир,Kherson Oblast,Head of Main Directorate of MVD Russia for Kherson Oblast,Regional,Henichesk,2025,,Yes,Russian,Deputy Head of Main Directorate of MVD Russia for Rostov Oblast.,,Saldo Vladimir (governor).,Russian MVD (Ministry of Internal Affairs); Main Directorate for Kherson Oblast.,,Police/MVD — direct law enforcement command over occupied Kherson Oblast.,"Appointed head of MVD Main Directorate for occupied Kherson Oblast, announced 24 October 2025. Came from the deputy head position at Rostov Oblast MVD — the key transit and logistics hub for the Russian occupation of southern Ukraine. His appointment reflects the importance Russia places on internal security in Kherson, where partisan activity (including the killing of Leontyev) is active. Career Russian police officer, not a local collaborator."
OFC-444,Safronov Ivan,Сафронов Иван,Kherson Oblast,Minister of Industry and Trade of Kherson Oblast,Regional,Henichesk,2023,2025,No,"Likely from Tambov Oblast, Russia (tax account reg.)",,Dismissed from post 4 October 2025. Circumstances not publicly stated.,Kiriyenko Georgii (successor).,Kherson Oblast Ministry of Industry and Trade.,,,Dismissed as Minister of Industry and Trade 4 October 2025. No public explanation given. His replacement (Kiriyenko Georgii) came from the Moscow Oblast Ministry of Economy and Finance — suggesting a deliberate rotation of Moscow personnel into key economic ministries in the occupied territories.
OFC-446,Niemtullayev Rustem,Немтуллаев Рустем,Kherson Oblast,Deputy of Kherson Oblast Duma; organiser of muftiate creation for Kherson Oblast,Regional,Henichesk,2023,,Yes,"Ukrainian-born, collaborator",,,Niemtullayev Seytumer (father).,Kherson Oblast Duma; United Russia (implied); Russian Muslim structures.,,,"Kherson Oblast Duma deputy overseeing the creation of a muftiate for occupied Kherson Oblast. In October 2025, the first Muslim community ""Iman"" in Novooleksiyivka received official state registration — described as an important step toward establishing the muftiate (requires at least three registered communities). His motivation described as desire to establish personal leadership and influence in Muslim religious sphere, analogous to Kadyrov's model. Father Seytumer Niemtullayev is a pro-Russian Crimean Tatar community leader who was formerly head of Henichesk rayon state administration."
OFC-448,Demchenko Dmitry,Демченко Дмитрий,Kherson Oblast,"Head of Youth Policy Department, Henichesk Municipal District; Head of Henichesk Yunarmiya branch",District,Henichesk,2023,,Yes,From Kherson,,,Kuzmich Tatyana (deputy governor overseeing youth programming).,Henichesk municipal district; Yunarmiya.,,Yunarmiya — pre-military youth organisation.,"Heads youth policy for Henichesk municipal district and on 27 October 2025 established and became head of the first Henichesk Yunarmiya branch. By October 2025, Yunarmiya units in occupied Kherson Oblast already have over 400 participants. Key figure for youth militarisation in Henichesk — the current administrative capital of occupied Kherson Oblast."
OFC-456,Stepanov Alexander,Степанов Александр,DPR,Senior figure in Mariupol occupation administration; described as 'head of administration',City,Mariupol,2022,,Unknown,"Ukrainian-born, collaborator",,,Morgun Oleg (accompanies at all meetings); Sablin/Ivanov network (implied — listed among Morgun's close circle).,Mariupol occupation administration.,,,"Listed in Mariupol October 2024 analytical note as ""Oleksandr Stepanov — head of administration of Mariupol""; described as accompanying Morgun at all meetings and having the ""greatest influence on decision-making"" of those close to him. This places him above Dmytriyev and other named deputies in practical influence. His status after Koltsov's appointment (June 2025) is unclear — may have been replaced as part of Koltsov's restructuring."
OFC-457,Ovcharenko Valentin Viktorovich,Овчаренко Валентин Викторович,DPR,"Head of FKU IK-13 (Corrective Colony), Mariupol; Lieutenant Colonel of Internal Service",Sector,Mariupol — Kalmiuskyi district,2024,,Yes,"Ukrainian-born, collaborator","Until 2024: head of FKU IK-11 of the Main Directorate of the Federal Penitentiary Service of the Russian Federation for the ""DPR"" (registered in Dokuchaievsk).",,Yefremov Mykhailo (SIZO-2 head).,Federal Penitentiary Service of Russia (FSIN) for DPR; DPR administration.,"~70 procurement contracts as customer totalling ~9.2 million rubles (utilities and supplies) — suppliers include Energosbyt Donetsk, Donbassteploenergo, Voda Donbassa.",Penitentiary/internal service rank (Lieutenant Colonel).,"Head of IK-13 (General-Regime Corrective Colony), located in Kalmiuskyi district of Mariupol within a residential area. As of February 2026, holds ~60 female inmates, all sentenced for criminal offences (theft, drugs, hooliganism); at least 15 sentenced by Ukrainian courts. No political prisoners confirmed held here as of that date. Key figure for Legal Architecture dimension — the prison infrastructure in Mariupol is central to the occupation's coercive apparatus. Ukrainian-born but career penitentiary officer under Russian structures."
