date,quarter,channel,region_group,hub_themes,topics,summary,media_type
2025-08-09,Q3-2025,Крылатые,Zaporizhzhia,,strikes on military targets,"Channel reports elite paratrooper drone operators destroyed Ukrainian command post and infantry in shelters near Plavni and Stepnogorsk, Zaporizhzhia.",text post
2025-08-09,Q3-2025,Крым 24 | Новости Крыма и Севастополя,Crimea/Sevastopol,Identity Culture and Religion,,Report announces construction of a second modular cultural centre in Crimea following one in northern Grishino village.,video/audio transcript
2025-08-09,Q3-2025,Крым 24 | Новости Крыма и Севастополя,Crimea/Sevastopol,,,Fragment of discussion about Crimea's builders; asks what to wish them and the region.,video/audio transcript
2025-08-09,Q3-2025,Мадуро - не дура,Kherson,,strikes on military targets,Alleges Russian forces destroyed 11 Ukrainian Baba-Yaga drones overnight in Kherson region.,video/audio transcript
2025-08-09,Q3-2025,Минобороны России,Kherson,,strikes on military targets,Defence ministry claims forces destroyed 11 Baba Yaga-type drones in Kherson oblast overnight.,video/audio transcript
2025-08-09,Q3-2025,Мир Михаила Онуфриенко,Zaporizhzhia,Front / SVO (non-Hub),,Details chronology of reported strikes across Ukrainian regions on 9 August 2025.,text post
2025-08-09,Q3-2025,Оперативные сводки,Zaporizhzhia,Education and Militarisation,,"Report claims man born 1955 died in FPV drone attack on house in Verkhnya Krynytsia, Zaporizhzhia region.",text post
2025-08-09,Q3-2025,Операция Z: Военкоры Русской Весны,Luhansk (LPR),,,Reports Sky News claims Russia would attack Kharkiv if Ukraine withdrew from annexed regions.,text post
2025-08-09,Q3-2025,Охранитель,Crimea/Sevastopol,,,Morning greeting from Dragon Rock cliff in Sevastopol area.,video/audio transcript
2025-08-09,Q3-2025,Приходько РИК,Donetsk (DPR),Civilian Life,water,Water utility reduces supply to Horlovsky old city and surrounding villages due to emergency situation.,text post
2025-08-09,Q3-2025,Радио Sputnik,Donetsk (DPR),Civilian Life;Education and Militarisation,,Post notes three tonnes of water delivered in humanitarian convoy to Donetsk region.,video/audio transcript
2025-08-09,Q3-2025,СИГНАЛ,Luhansk (LPR),,,Reports CNN labelled Putin-Trump Alaska meeting a 'slow defeat' for Ukraine with discussions of territorial withdrawal for ceasefire.,text post
2025-08-09,Q3-2025,СИГНАЛ,Donetsk (DPR),,strikes on military targets,States Russian forces destroyed Ukrainian temporary military positions near Krasnarmiysk and Fedorovka.,text post
2025-08-09,Q3-2025,СИГНАЛ,Donetsk (DPR),,strikes on military targets,FPV drone crew destroys Ukrainian vessel near Kleben-Byk settlement in DNR.,text post
2025-08-09,Q3-2025,СИЛОВИКИ 🇷🇺,Donetsk (DPR),,,Reports striking Ukrainian air defence position near Krasnarmiysk and Fedorovka in Donetsk.,text post
2025-08-09,Q3-2025,СОЛДАТ УДАЧИ,Kherson;Zaporizhzhia,,,Channel reports Trump envoy Whitcroft misunderstood Putin regarding withdrawal from Zaporizhzhia and Kherson regions.,text post
2025-08-09,Q3-2025,Сегодня,Crimea/Sevastopol,,,Reports new tourism formats boosting Crimea's appeal; expects seven million visitors by season end.,video/audio transcript
2025-08-09,Q3-2025,Сегодня,Crimea/Sevastopol,,,Reports dental colleagues from Sevastopol supporting each other during first shift at adult camp.,video/audio transcript
2025-08-09,Q3-2025,Сербский Дивергент,Crimea/Sevastopol,,,Speaker mentions acquaintance visited Sevastopol; limited context from fragment.,video/audio transcript
2025-08-09,Q3-2025,Сергей Михеев,Zaporizhzhia,Civilian Life;Identity Culture and Religion;Education and Militarisation,reconstruction,Describes Orthodox Church humanitarian assistance in Donbas since 2014; discusses reconstruction programmes.,video/audio transcript
2025-08-09,Q3-2025,Сергей Михеев,Luhansk (LPR),Education and Militarisation,,Notes mild southern climate year-round in Mariupol and Severodonetsk aids reconstruction work.,video/audio transcript
2025-08-09,Q3-2025,События,Kherson,,,Notes Trump's special envoy Whitmore allegedly misspoke regarding Trump's position.,video/audio transcript
2025-08-09,Q3-2025,Судоплатов,Donetsk (DPR),Education and Militarisation,,Reports Russian drone strike eliminated Ukrainian drone operator on Kharkiv front; claims victim participated in Artemivsk operations.,text post
2025-08-09,Q3-2025,Часовой погоды | Ставка | Тишковец Евгений,Crimea/Sevastopol,,,Notes tourism in Crimea is up compared to last year; praises weather forecasts.,video/audio transcript
2025-08-09,Q3-2025,Шейх Тамир,Donetsk (DPR),,,Channel shares footage claiming destruction of Ukrainian firearm depot near Pokrovsk and Fedorivka in Donetsk.,text post
2025-08-09,Q3-2025,Шейх Тамир,Kherson,,,States Russian desires regarding territorial control over Ukrainian territories.,video/audio transcript
2025-08-09,Q3-2025,🇷🇺 DONTSTOPWAR,Kherson,,,"Says Trump envoy misunderstood Putin; Russia seeks Ukrainian troop withdrawal from seized territories, not Russian withdrawal.",text post
2025-08-09,Q3-2025,"🇷🇺⚡️Сводки ополчения Новороссии Z.O.V. (ДНР, ЛНР, Украина, Война)",Kherson;Zaporizhzhia,,,Channel reports Trump envoy Whitcroft misunderstood Putin regarding withdrawal from Zaporizhzhia and Kherson regions.,text post
2025-08-09,Q3-2025,"🇷🇺⚡️Сводки ополчения Новороссии Z.O.V. (ДНР, ЛНР, Украина, Война)",Kherson,,strikes on military targets,Reports destroyed eleven 'Baba Yaga' drones in Kherson oblast overnight.,video/audio transcript
2025-08-10,Q3-2025,,Donetsk (DPR),,,Question asks if family relocated to Mariupol.,video/audio transcript
2025-08-10,Q3-2025,,Donetsk (DPR),,,Official notes Mariupol-Donetsk connection only northbound; claims no alternative water source for Mariupol except Seversky Donets canal.,video/audio transcript
2025-08-10,Q3-2025,,Zaporizhzhia,Identity Culture and Religion;Education and Militarisation;Front / SVO (non-Hub),,States personnel involved in heritage preservation project received honours from Defence Ministry committees and Cossack unions for work in liberated territories.,video/audio transcript
2025-08-10,Q3-2025,,Zaporizhzhia,,,Sends greeting from Zaporizhzhia oblast.,video/audio transcript
2025-08-10,Q3-2025,,Kherson,Front / SVO (non-Hub),,Claims drone strike corrected destruction of American M777 howitzer in Kherson oblast.,video/audio transcript
2025-08-10,Q3-2025,Alex Parker Returns,Donetsk (DPR),,,Claims increased Ukrainian military activity near Donetsk-Dnipropetrovsk border monument area.,text post
2025-08-10,Q3-2025,Colonelcassad,Luhansk (LPR),,,"Reports volunteer delivering body armour, helmets and medical kits to 201st regiment in LNR.",video/audio transcript
2025-08-10,Q3-2025,Colonelcassad,Zaporizhzhia,Accountability and Legal;Front / SVO (non-Hub),,Chronicles Russian air and missile strikes on Zaporizhzhia and surrounding regions over two days.,text post
2025-08-10,Q3-2025,Donrf,Donetsk (DPR),,,Drone strikes target occupied DPR territory.,text post
2025-08-10,Q3-2025,Donrf,Zaporizhzhia,,,Reports Poltava and Zaporizhzhia oblasts struck by Geran drones.,text post
2025-08-10,Q3-2025,Media Малькевич 🇷🇺,Donetsk (DPR),,,Discusses water supply initiatives by Donetsk municipal authorities and private philanthropists.,video/audio transcript
2025-08-10,Q3-2025,Media Малькевич 🇷🇺,Zaporizhzhia,,,Unknown content insufficient for summary.,video/audio transcript
2025-08-10,Q3-2025,Media Малькевич 🇷🇺,Kherson,Civilian Life,,"Discusses memory of Sergei Tvitinskii, a volunteer killed in Novaya Kakhovka on 26 April 2023 during humanitarian work.",video/audio transcript
2025-08-10,Q3-2025,Вести в 20:00,Donetsk (DPR),Governance,,Alleges General Syrskyi has no battlefield victories and failed at Artemivsk; announces new air force commander appointment.,video/audio transcript
2025-08-10,Q3-2025,Военный обозреватель,Crimea/Sevastopol,,,Claims Black Sea Fleet repels Ukrainian drone and unmanned vessel attack near Sevastopol.,text post
2025-08-10,Q3-2025,Военный обозреватель,Kherson,,,Reports Kremlin unwilling to return Kherson and Zaporizhzhia oblasts as they provide strategic land corridor to Crimea.,text post
2025-08-10,Q3-2025,Два майора,Crimea/Sevastopol,Civilian Life,,Thanks volunteer organisation for providing meals to Sevastopol special forces unit.,video/audio transcript
2025-08-10,Q3-2025,Денацификация UA,Crimea/Sevastopol,,,Question asks why someone did not remain in Crimea after 2014.,video/audio transcript
2025-08-10,Q3-2025,Денацификация UA,Zaporizhzhia,Governance,,Recounts family's move to Berdyansk and political events from 2013 Euromaidan onwards.,video/audio transcript
2025-08-10,Q3-2025,Донбасс Сейчас,Donetsk (DPR),Governance;Civilian Life;Front / SVO (non-Hub),reconstruction,Head of DNR Denis Pushilin discusses front-line situation and restoration of the Seversky Donets-Donbas canal.,video/audio transcript
2025-08-10,Q3-2025,Донбасс решает,Donetsk (DPR),Front / SVO (non-Hub),strikes on military targets,Assault groups claim advance over 18 kilometres north of Krasnoarmiysk in Donetsk oblast.,video/audio transcript
2025-08-10,Q3-2025,Донбасс решает,Donetsk (DPR),,,Russia claims artillery strikes on Ukrainian positions at Klieban-Byk village near Konstantinivka.,text post
2025-08-10,Q3-2025,Донбасс решает,Donetsk (DPR),,strikes on military targets,Russian operators claim destroying tank near Aleksandrohrad at DPR-Dnipropetrovsk border.,text post
2025-08-10,Q3-2025,КЦПН. Координационный Центр Помощи Новороссии.,Luhansk (LPR),Civilian Life;Identity Culture and Religion;Front / SVO (non-Hub),,Marks eleventh anniversary of Ukrainian forces' first assault attempt on Ilovaysk city.,text post
2025-08-10,Q3-2025,Караульный Z,Zaporizhzhia,,,"Reports Geran drones targeted sites in Dnipropetrovsk, Kharkiv, Poltava and Chernihiv overnight.",text post
2025-08-10,Q3-2025,Кирилл Фёдоров / Война История Оружие,Kherson,,,Reports Russian soldiers shooting down Ukrainian drones with AK-12 thermal scopes in Kherson.,video/audio transcript
2025-08-10,Q3-2025,Крым 24 | Новости Крыма и Севастополя,Crimea/Sevastopol,Economics,,Interview discusses business support services and enterprise assistance available to entrepreneurs in Crimea.,video/audio transcript
2025-08-10,Q3-2025,МАРИУПОЛЬ 24,Crimea/Sevastopol,,,Notes individual from Sevastopol arriving in Mariupol.,video/audio transcript
2025-08-10,Q3-2025,МАРИУПОЛЬ 24,Zaporizhzhia,,,Repeats discussion of water supply and humanitarian assistance in Berdyansk region.,video/audio transcript
2025-08-10,Q3-2025,МИГ России,Luhansk (LPR),Accountability and Legal;Front / SVO (non-Hub),,Claims Ukraine refuses voluntary withdrawal from Donbas under any Russian proposal.,text post
2025-08-10,Q3-2025,НОВОСТИ ЛНР,Zaporizhzhia,Economics;Civilian Life,,Promotes tourism content showcasing Berdyansk beach resort amenities and attractions.,text post
2025-08-10,Q3-2025,Наши,Donetsk (DPR),,,Speaker discusses water supply dependence on Seversky Donets canal; notes no alternative for Mariupol without this infrastructure.,video/audio transcript
2025-08-10,Q3-2025,Новости недели,Zaporizhzhia,Economics;Civilian Life;Education and Militarisation;Coercion Resistance and Security;Accountability and Legal,collaborator security;sabotage and partisans,"Claims Ukrainian agents attempted to poison military personnel by placing toxins on vehicle door handles and food, citing multiple incidents across regions.",video/audio transcript
2025-08-10,Q3-2025,Повёрнутые на Z войне 🇷🇺,Donetsk (DPR),Front / SVO (non-Hub),,Reports claim Russian airstrikes hit a bridge in Konstantinovka using FAB-3000 aerial bombs.,text post
2025-08-10,Q3-2025,Пригожин 2023,Zaporizhzhia,,,Reports glide bomb strikes on Ukrainian positions in Zaporizhzhia oblast.,text post
2025-08-10,Q3-2025,СИЛА В ПРАВДЕ ZОV ☑,Crimea/Sevastopol,Governance,elections and referendum,Incomplete commentary fragment questioning the Crimean referendum following 2014 Maidan events.,video/audio transcript
2025-08-10,Q3-2025,СОЛДАТ УДАЧИ,Kherson;Zaporizhzhia,,,Claims Kremlin unwilling to yield Kherson and Zaporizhzhia territories due to maintaining corridor to Crimea.,text post
2025-08-10,Q3-2025,Сегодня,Luhansk (LPR),Economics;Civilian Life;Front / SVO (non-Hub),reconstruction,"Reports apartment construction in LNR and DNR offering flats from 100,000 rubles per square metre.",video/audio transcript
